id,title,author,genre,year,rating,pages,description,language,purpose,length,moods,image_url
1024,Magic Dream,Robert Martin,Science,1967,4.3,282,A fascinating Hindi science book that explores the dream.,Hindi,Entertainment,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6356665-L.jpg
1025,Final Dream,Jean Kumar,Programming,1966,4.6,937,A fascinating English programming book that explores the shadow.,English,Entertainment,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7989372-L.jpg
1026,Secret Journey,Alan Lovelace,Programming,1961,4.0,131,A fascinating English programming book that explores the mind.,English,Career growth,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/7879424-L.jpg
1027,Infinite Forest,Isabella Garcia,Programming,2022,4.0,350,A fascinating French programming book that explores the dream.,French,Learning,Medium,Emotional,https://covers.openlibrary.org/b/id/8609203-L.jpg
1028,Secret Data,Sophie Lovelace,Mystery,1973,4.1,167,A fascinating English mystery book that explores the light.,English,Entertainment,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7444178-L.jpg
1029,Cosmic Dream,James Dubois,Science,2009,3.8,226,A fascinating English science book that explores the shadow.,English,Learning,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/5641149-L.jpg
1030,Silent History,Sophie Smith,Mystery,1974,3.8,183,A fascinating Spanish mystery book that explores the dream.,Spanish,Learning,Short,Inspired,https://covers.openlibrary.org/b/id/8087068-L.jpg
1031,Golden Forest,Carlos Martin,Fantasy,1995,3.6,538,A fascinating Spanish fantasy book that explores the dream.,Spanish,Learning,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5609588-L.jpg
1032,Cosmic Code,Elena Kim,Self-Help,1970,3.7,392,A fascinating Hindi self-help book that explores the habit.,Hindi,Entertainment,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6193915-L.jpg
1033,Hidden Heart,James Kumar,Self-Help,1950,3.9,231,A fascinating French self-help book that explores the shadow.,French,Motivation,Medium,Curious,https://covers.openlibrary.org/b/id/8774837-L.jpg
1034,Magic Forest,Elena Garcia,Programming,1973,4.6,375,A fascinating English programming book that explores the history.,English,Motivation,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7130868-L.jpg
1035,Digital Algorithm,Amit Kim,Science,2005,3.9,57,A fascinating Spanish science book that explores the shadow.,Spanish,Motivation,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/7505915-L.jpg
1036,Hidden Universe,Elena Smith,Fantasy,2018,4.0,190,A fascinating Spanish fantasy book that explores the mystery.,Spanish,Motivation,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/5690584-L.jpg
1037,Final Dream,Priya Smith,Science,1979,4.0,360,A fascinating French science book that explores the mystery.,French,Learning,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/8943137-L.jpg
1038,Digital Habit,Isabella Kumar,Science,1966,4.7,379,A fascinating French science book that explores the mind.,French,Learning,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8820333-L.jpg
1039,Magic Forest,James Patel,Self-Help,1971,4.0,85,A fascinating Spanish self-help book that explores the code.,Spanish,Motivation,Short,Emotional,https://covers.openlibrary.org/b/id/5143261-L.jpg
1040,The Great Light,Elena Turing,Programming,1958,4.1,93,A fascinating Hindi programming book that explores the heart.,Hindi,Motivation,Short,Relaxed,https://covers.openlibrary.org/b/id/6452375-L.jpg
1041,Infinite Heart,Amit Kim,Science,2007,3.9,819,A fascinating French science book that explores the shadow.,French,Motivation,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7065098-L.jpg
1042,Silent Shadow,Ada Dubois,Science,2017,3.6,293,A fascinating Spanish science book that explores the forest.,Spanish,Motivation,Medium,Emotional,https://covers.openlibrary.org/b/id/8259897-L.jpg
1043,Infinite Heart,Isabella Chen,Fantasy,1982,4.7,916,A fascinating Hindi fantasy book that explores the data.,Hindi,Motivation,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5449622-L.jpg
1044,Infinite Forest,Isabella Sharma,Fantasy,1954,4.3,678,A fascinating Spanish fantasy book that explores the code.,Spanish,Motivation,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/5994067-L.jpg
1045,The Great Universe,Robert Garcia,Fiction,1958,3.5,680,A fascinating English fiction book that explores the shadow.,English,Entertainment,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5632223-L.jpg
1046,Hidden Dream,Priya Patel,Science,2013,4.4,290,A fascinating French science book that explores the universe.,French,Motivation,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8304083-L.jpg
1047,The Great Mystery,James Sharma,Self-Help,1975,4.4,303,A fascinating French self-help book that explores the code.,French,Motivation,Medium,Emotional,https://covers.openlibrary.org/b/id/8412776-L.jpg
1048,Digital Forest,Jean Smith,Mystery,2010,4.5,731,A fascinating French mystery book that explores the algorithm.,French,Entertainment,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8571329-L.jpg
1049,Silent Journey,Priya Rodriguez,Mystery,1974,3.9,176,A fascinating English mystery book that explores the forest.,English,Career growth,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8739608-L.jpg
1050,The Great Forest,Carlos Turing,Fantasy,2006,3.9,100,A fascinating Spanish fantasy book that explores the history.,Spanish,Entertainment,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8612191-L.jpg
1051,Dark Universe,Jean Patel,Science,1975,4.5,437,A fascinating Spanish science book that explores the algorithm.,Spanish,Learning,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5493994-L.jpg
1052,Pragmatic Habit,Isabella Dubois,Science,1996,4.0,630,A fascinating French science book that explores the forest.,French,Career growth,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6713154-L.jpg
1053,The Great Habit,Elena Chen,Science,1980,3.5,161,A fascinating Hindi science book that explores the algorithm.,Hindi,Career growth,Short,Emotional,https://covers.openlibrary.org/b/id/6522181-L.jpg
1054,Dark Data,Carlos Dubois,Fantasy,2022,3.6,85,A fascinating Spanish fantasy book that explores the dream.,Spanish,Career growth,Short,Curious,https://covers.openlibrary.org/b/id/5917983-L.jpg
1055,Silent Light,Maria Kim,Programming,1971,4.8,165,A fascinating Hindi programming book that explores the heart.,Hindi,Motivation,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6589340-L.jpg
1056,Digital Shadow,Ada Turing,Self-Help,2014,4.0,872,A fascinating Hindi self-help book that explores the heart.,Hindi,Learning,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6864650-L.jpg
1057,Silent Forest,James Kumar,Mystery,2016,4.3,308,A fascinating Spanish mystery book that explores the mind.,Spanish,Career growth,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/5635248-L.jpg
1058,Infinite Dream,Carlos Smith,Self-Help,1966,3.8,77,A fascinating Spanish self-help book that explores the universe.,Spanish,Learning,Short,Emotional,https://covers.openlibrary.org/b/id/7616628-L.jpg
1059,Lost History,Ada Rodriguez,Science,1975,4.9,881,A fascinating Hindi science book that explores the algorithm.,Hindi,Motivation,Long,Curious,https://covers.openlibrary.org/b/id/5654390-L.jpg
1060,Hidden Algorithm,Ada Smith,Mystery,1981,4.0,719,A fascinating French mystery book that explores the forest.,French,Learning,Long,Relaxed,https://covers.openlibrary.org/b/id/6148903-L.jpg
1061,Infinite Dream,Elena Patel,Science,2003,3.9,86,A fascinating Hindi science book that explores the mystery.,Hindi,Learning,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/6851265-L.jpg
1062,Pragmatic Mystery,Elena Martin,Fantasy,1957,4.1,303,A fascinating French fantasy book that explores the data.,French,Learning,Medium,Inspired,https://covers.openlibrary.org/b/id/5054313-L.jpg
1063,The Great Journey,Priya Martin,Fantasy,1994,3.9,254,A fascinating Spanish fantasy book that explores the light.,Spanish,Career growth,Medium,Inspired,https://covers.openlibrary.org/b/id/7262982-L.jpg
1064,Infinite History,Maria Dubois,Fantasy,1975,5.0,998,A fascinating French fantasy book that explores the forest.,French,Entertainment,Long,Curious,https://covers.openlibrary.org/b/id/8305388-L.jpg
1065,Hidden Mind,Sophie Dubois,Science,1990,3.9,362,A fascinating French science book that explores the shadow.,French,Entertainment,Medium,Relaxed,https://covers.openlibrary.org/b/id/7965242-L.jpg
1066,Brief Algorithm,Elena Garcia,Programming,2008,4.7,262,A fascinating French programming book that explores the light.,French,Learning,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6649534-L.jpg
1067,Magic Algorithm,Carlos Patel,Mystery,1957,4.4,603,A fascinating Spanish mystery book that explores the shadow.,Spanish,Motivation,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6619914-L.jpg
1068,Brief Universe,James Sharma,Science,1964,4.7,365,A fascinating French science book that explores the heart.,French,Career growth,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6745038-L.jpg
1069,Cosmic Shadow,Maria Dubois,Fantasy,1958,3.5,731,A fascinating Hindi fantasy book that explores the habit.,Hindi,Career growth,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7335762-L.jpg
1070,Lost Mystery,Isabella Patel,Self-Help,1989,3.5,134,A fascinating Hindi self-help book that explores the habit.,Hindi,Career growth,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6338576-L.jpg
1071,Silent History,Priya Turing,Programming,1950,3.5,801,A fascinating English programming book that explores the mystery.,English,Career growth,Long,Curious,https://covers.openlibrary.org/b/id/6501319-L.jpg
1072,Final Journey,Alan Turing,Science,1961,4.4,354,A fascinating Hindi science book that explores the code.,Hindi,Career growth,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/6932074-L.jpg
1073,Secret Shadow,James Kumar,Mystery,1963,4.2,632,A fascinating English mystery book that explores the light.,English,Career growth,Long,Curious,https://covers.openlibrary.org/b/id/8413019-L.jpg
1074,Pragmatic Light,Robert Kumar,Science,2017,4.3,59,A fascinating Spanish science book that explores the forest.,Spanish,Learning,Short,Curious,https://covers.openlibrary.org/b/id/5053675-L.jpg
1075,Infinite Habit,Ada Patel,Fantasy,1953,5.0,543,A fascinating Hindi fantasy book that explores the code.,Hindi,Career growth,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/7844768-L.jpg
1076,Magic Heart,James Turing,Programming,1984,4.0,260,A fascinating Spanish programming book that explores the data.,Spanish,Career growth,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/5186958-L.jpg
1077,Lost Mystery,Carlos Chen,Science,1957,4.9,442,A fascinating French science book that explores the heart.,French,Entertainment,Long,Inspired,https://covers.openlibrary.org/b/id/7574460-L.jpg
1078,Magic Data,Priya Rodriguez,Programming,1990,3.6,145,A fascinating English programming book that explores the habit.,English,Motivation,Short,Curious,https://covers.openlibrary.org/b/id/7425854-L.jpg
1079,Secret Mystery,Maria Lovelace,Fantasy,1969,4.6,299,A fascinating French fantasy book that explores the light.,French,Entertainment,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7331477-L.jpg
1080,Lost Universe,Priya Martin,Science,2022,4.2,106,A fascinating French science book that explores the algorithm.,French,Learning,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8151111-L.jpg
1081,Golden Shadow,Amit Smith,Programming,1964,4.8,191,A fascinating English programming book that explores the mystery.,English,Career growth,Short,Relaxed,https://covers.openlibrary.org/b/id/6562421-L.jpg
1082,Hidden Dream,Carlos Turing,Self-Help,1981,3.8,507,A fascinating Hindi self-help book that explores the data.,Hindi,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/7181041-L.jpg
1083,Golden Universe,Maria Smith,Fiction,1960,3.8,975,A fascinating French fiction book that explores the journey.,French,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/8140857-L.jpg
1084,Magic Forest,James Sharma,Self-Help,2022,4.6,550,A fascinating Spanish self-help book that explores the algorithm.,Spanish,Motivation,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6286193-L.jpg
1085,Hidden Data,Alan Dubois,Fantasy,1952,4.1,199,A fascinating Hindi fantasy book that explores the mind.,Hindi,Motivation,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5693572-L.jpg
1086,Secret Journey,Priya Kim,Fantasy,1995,4.5,334,A fascinating Hindi fantasy book that explores the shadow.,Hindi,Learning,Medium,Relaxed,https://covers.openlibrary.org/b/id/6608485-L.jpg
1087,Hidden Journey,Alan Chen,Mystery,1968,4.2,314,A fascinating French mystery book that explores the data.,French,Learning,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6661814-L.jpg
1088,Secret Data,Amit Rodriguez,Self-Help,2017,4.3,285,A fascinating English self-help book that explores the heart.,English,Entertainment,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6479082-L.jpg
1089,Silent Light,Amit Dubois,Mystery,1973,4.8,346,A fascinating Hindi mystery book that explores the algorithm.,Hindi,Learning,Medium,Curious,https://covers.openlibrary.org/b/id/7933541-L.jpg
1090,Silent Journey,Amit Chen,Self-Help,1975,4.2,112,A fascinating Spanish self-help book that explores the habit.,Spanish,Learning,Short,Emotional,https://covers.openlibrary.org/b/id/5897876-L.jpg
1091,Magic Journey,Amit Turing,Fiction,1965,4.5,126,A fascinating Spanish fiction book that explores the habit.,Spanish,Learning,Short,Curious,https://covers.openlibrary.org/b/id/5202987-L.jpg
1092,Infinite Mind,Alan Garcia,Mystery,1990,4.5,234,A fascinating French mystery book that explores the data.,French,Career growth,Medium,Inspired,https://covers.openlibrary.org/b/id/5222851-L.jpg
1093,Lost Journey,James Rodriguez,Fiction,1953,4.4,691,A fascinating Spanish fiction book that explores the data.,Spanish,Entertainment,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5369873-L.jpg
1094,Digital Algorithm,Robert Smith,Mystery,1952,4.3,236,A fascinating Hindi mystery book that explores the mystery.,Hindi,Entertainment,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/5221567-L.jpg
1095,Golden Universe,Carlos Martin,Fantasy,1999,4.8,386,A fascinating French fantasy book that explores the forest.,French,Learning,Medium,Curious,https://covers.openlibrary.org/b/id/6413507-L.jpg
1096,Dark Algorithm,Carlos Patel,Science,1994,3.8,943,A fascinating Hindi science book that explores the history.,Hindi,Learning,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/5904903-L.jpg
1097,Pragmatic Shadow,Ada Chen,Fantasy,1965,4.7,470,A fascinating Hindi fantasy book that explores the heart.,Hindi,Learning,Long,Relaxed,https://covers.openlibrary.org/b/id/8970537-L.jpg
1098,Infinite Forest,Alan Kim,Science,1952,3.7,447,A fascinating English science book that explores the journey.,English,Entertainment,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6142140-L.jpg
1099,Final Heart,James Kim,Programming,1960,4.1,55,A fascinating English programming book that explores the heart.,English,Career growth,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/8689548-L.jpg
1100,Dark Dream,Elena Kim,Mystery,1983,4.2,85,A fascinating English mystery book that explores the mind.,English,Learning,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7349061-L.jpg
